pl_name,tic_id,hostname,ra,dec,disc_year,pl_orbper,pl_rade,pl_bmasse,st_teff,st_rad,st_mass,sy_dist
Kepler-463 b,TIC 268481319,Kepler-463,298.9368228,44.8578644,2016,8.981016833,3.05,9.53,5661.0,0.9,0.87,394.804
Kepler-1689 b,TIC 137218786,Kepler-1689,291.5741663,38.6559433,2020,8.483,0.94678642,0.799,5731.43,0.996208,1.023,294.122
Kepler-285 c,TIC 26416742,Kepler-285,291.3908469,48.0655392,2014,6.186676,1.12,1.46,5411.0,0.808,0.915,824.31
TOI-5716 b,TIC 298074836,TOI-5716,201.9007989,73.1774325,2025,6.7663,0.96,0.84,3436.0,0.22,0.19,39.4122
Kepler-396 b,TIC 27769688,Kepler-396,296.1328135,48.9773095,2013,42.994,3.5,75.5,5656.0,1.06,0.85,223.757
HD 260655 c,TIC 307809773,HD 260655,99.2915429,17.5662696,2022,5.70588,1.533,3.09,3803.0,0.439,0.439,10.0055
TOI-2260 b,TIC 232568235,TOI-2260,247.6669998,49.0467891,2022,0.3524728,1.62,3.26,5534.0,0.94,0.99,101.251
TOI-2445 b,TIC 439867639,TOI-2445,43.3161555,0.0523366,2022,0.3711281,1.25,2.1,3333.0,0.27,0.25,48.582
HD 159868 c,TIC 248320609,HD 159868,264.7466665,-43.1462347,2012,351.0,14.0,244.09344,5534.0,2.13,1.19,55.8503
XO-5 b,TIC 9155187,XO-5,116.7163868,39.0944695,2008,4.1877558,12.78,378.2,5430.0,1.13,1.04,276.211
Kepler-1443 b,TIC 164525743,Kepler-1443,283.4357392,47.0667983,2016,2.41811321,0.97,0.871,6289.0,1.27,1.19,593.646
KOI-1257 b,TIC 159647910,KOI-1257,291.2250888,44.9272918,2014,86.647661,10.54,460.83,5520.0,1.13,0.99,656.0
Kepler-155 b,TIC 298969755,Kepler-155,288.4957831,51.0819286,2014,5.931194,2.09,5.02,4508.0,0.62,0.635,293.499
K2-74 b,TIC 251018878,K2-74,339.9192984,-8.7145697,2016,19.5666,2.31,5.95,6060.0,0.98,0.96,377.822
TOI-2580 b,TIC 102713734,TOI-2580,62.1992072,67.1165264,2024,3.39775,17.37392009,200.23189641,6120.0,1.81,1.33,379.253
TOI-1670 b,TIC 441739020,TOI-1670,259.0172522,72.1611806,2022,10.98462,2.06,41.31769291,6170.0,1.316,1.21,168.067
LTT 1445 A c,TIC 98796344,LTT 1445 A,45.4624781,-16.5944956,2022,3.1239035,1.147,1.54,3340.0,0.265,0.257,6.86929
HD 127195 b,TIC 127725774,HD 127195,217.8714193,-47.7292571,2026,534.5,14.0,212.94503269,4981.0,4.16,1.34,84.7167
HD 34445 f,TIC 284907742,HD 34445,79.4207483,7.3527156,2017,676.8,6.88,37.9,5836.0,1.38,1.07,46.0907
Kepler-265 d,TIC 122445076,Kepler-265,290.5104788,41.244743,2014,43.130617,2.49,6.76,5835.0,1.103,0.97,1280.25
K2-323 b,TIC 392852196,K2-323,159.4209874,6.2858689,2020,24.93,2.1,5.06,3710.0,0.549,0.478,118.318
Kepler-1669 c,TIC 169457234,Kepler-1669,297.4303826,39.8478795,2021,1.609320045,1.90120972,4.27,4224.0,0.603,0.609,543.444
Kepler-943 b,TIC 120106432,Kepler-943,284.2739322,41.5349809,2016,49.7701438,5.93,29.5,5612.0,0.91,0.93,2300.53
Kepler-578 b,TIC 121734474,Kepler-578,288.7549882,39.563696,2016,1.616883696,2.0,4.66,5334.0,0.83,0.87,541.432
TOI-237 b,TIC 305048087,TOI-237,353.2435381,-29.416487,2020,5.436098,1.44,2.67,3212.0,0.211,0.179,38.0749
Kepler-169 f,TIC 120689253,Kepler-169,285.9999204,40.9193822,2014,87.090195,2.58,7.18,4997.0,0.763,0.825,406.529
Kepler-1321 c,TIC 271165895,Kepler-1321,294.528597,46.6408737,2016,2.226491086,2.4,6.35,4094.0,0.53,0.54,769.146
Kepler-432 c,TIC 26817004,Kepler-432,293.2822344,48.2859173,2015,406.2,13.3,772.3269,4995.0,4.06,1.32,848.023
K2-138 b,TIC 4610830,K2-138,348.9490311,-10.8497391,2017,2.35309,1.51,3.1,5356.3,0.863,0.935,202.585
HD 68402 b,TIC 272546396,HD 68402,121.3474609,-74.4100732,2016,1103.0,12.6,2510.8444153,5950.0,1.02,1.12,78.4293
Kepler-1893 b,TIC 274022334,Kepler-1893,298.4012866,44.8381709,2021,4.179369926,1.70557445,3.55,5633.0,1.162,0.973,1050.72
Kepler-912 b,TIC 170251516,Kepler-912,298.1111779,41.758324,2016,2.534756273,2.8,8.25,5998.0,1.11,1.07,2004.72
HIP 78530 b,TIC 1259690584,HIP 78530,240.4810052,-21.980492,2010,,12.0,7300.0,10500.0,2.10876,2.5,136.759
Kepler-273 b,TIC 159726559,Kepler-273,291.3021458,47.6976573,2014,2.936532,1.5,2.86,5626.0,0.815,0.756,713.964
Kepler-1647 b,TIC 170344769,Kepler-1647,298.150057,40.6561751,2016,1107.5923,11.8739,483.0,6210.0,1.7903,1.2207,1212.45
Kepler-929 b,TIC 170733187,Kepler-929,298.4811022,41.6152603,2016,0.921032135,1.11,1.41,5869.0,1.02,1.01,1311.23
Kepler-341 c,TIC 159179987,Kepler-341,289.8615609,43.4727412,2014,8.01041,1.7,3.53,6012.0,1.024,0.976,1047.03
K2-210 b,TIC 388801714,K2-210,17.6412694,1.5784137,2018,0.57023,0.86,0.566,5500.0,0.89,0.911717,176.51
WASP-172 b,TIC 453789494,WASP-172,199.433742,-47.2375748,2018,5.477433,17.59813,149.3801,6900.0,1.91,1.49,538.11
Kepler-1382 b,TIC 184014439,Kepler-1382,295.3774182,39.0480365,2016,16.3583055,1.88,4.19,6161.0,1.72,1.36,738.261
Kepler-26 c,TIC 164833065,Kepler-26,284.9410627,46.5664505,2011,17.2559,2.72,6.2,3914.0,0.512,0.544,335.307
K2-406 b,TIC 292202337,K2-406,230.8872242,-25.3706149,2022,22.549406,4.602,19.2,5784.0,0.961,0.798,85.3751
Kepler-393 b,TIC 159580535,Kepler-393,290.995205,45.192188,2014,9.182417,1.29,2.21,6189.0,1.382,1.256,881.404
Kepler-1743 b,TIC 290035649,Kepler-1743,290.5523552,48.1262575,2021,7.649710178,1.59887007,3.18,5855.0,1.613,1.266,538.807
Kepler-959 b,TIC 137411481,Kepler-959,292.171185,40.8113849,2016,14.80074836,4.38,17.6,7005.0,2.01,1.6,807.729
Kepler-802 b,TIC 158114000,Kepler-802,286.0157998,45.0077413,2016,40.0587473,3.54,12.3,5507.0,0.9,0.93,780.585
Kepler-209 c,TIC 159652365,Kepler-209,291.1694567,42.6407281,2014,41.749882,3.1,9.8,5513.0,0.935,0.971,576.946
Kepler-421 b,TIC 164522394,Kepler-421,283.2568116,45.0876823,2014,704.1984,4.16,16.1,5308.0,0.757,0.794,348.558
Kepler-142 c,TIC 27394293,Kepler-142,295.1190067,48.4813635,2014,4.761702,2.86,8.55,5790.0,1.269,0.978,548.686
Kepler-1421 b,TIC 399826842,Kepler-1421,286.5806115,48.5442312,2016,6.9131112,0.93,0.749,6335.0,1.42,1.25,783.401
Kepler-1649 c,TIC 137558813,Kepler-1649,292.5029676,41.8299933,2020,19.53527,1.06,1.2,3240.0,0.2317,0.1977,92.1913
EPIC 201238110 b,TIC 35019000,EPIC 201238110,179.7058532,-3.3894613,2019,28.1656,1.87,4.16,3587.0,0.374,0.41,159.259
TYC 3667-1280-1 b,TIC 312545949,TYC 3667-1280-1,12.8875757,58.4261485,2016,26.468,12.8,1716.282,5130.0,6.26,1.87,477.516
Kepler-906 b,TIC 137154728,Kepler-906,291.4055614,40.1254254,2016,41.6979976,2.11,5.1,6035.0,1.02,1.06,757.791
HIP 67851 b,TIC 111947706,HIP 67851,208.465364,-35.3146536,2015,89.23,13.7,365.50266805,4840.0,5.45,1.28,64.1181
TOI-776 c,TIC 306996324,TOI-776,178.577997,-37.5533568,2020,15.665323,2.047,6.9,3725.0,0.547,0.542,27.1701
TOI-451 b,TIC 257605131,TOI-451,62.966385,-37.93973,2020,1.8587033,1.84,4.7,5490.0,0.85,0.93,123.739
HAT-P-13 c,TIC 20096620,HAT-P-13,129.8823772,47.3519076,2009,446.27,12.3,4538.421,5653.0,1.756,1.32,246.81
TOI-451 c,TIC 257605131,TOI-451,62.966385,-37.93973,2020,9.192463,2.93,3.7,5490.0,0.85,0.93,123.739
TOI-561 c,TIC 377064495,TOI-561,148.1851516,6.216103,2020,10.778838,2.865,5.93,5342.0,0.843,0.806,85.799
HATS-77 b,TIC 11561667,HATS-77,149.8236672,-27.3928174,2021,3.0876262,13.05846252,436.69623122,4071.0,0.6428,0.655,436.176
K2-202 b,TIC 441907126,K2-202,283.2643203,-22.4070553,2018,3.405164,2.30165603,5.91,5491.0,0.910685,0.971461,300.397
Kepler-1046 b,TIC 272601000,Kepler-1046,296.7558056,46.9982799,2016,14.37508035,1.71,3.57,5913.0,1.04,1.04,721.534
Kepler-106 e,TIC 184997417,Kepler-106,300.864006,44.3375497,2014,43.8445,2.56,11.17,5858.0,1.04,1.0,444.322
Kepler-838 b,TIC 351909828,Kepler-838,285.4354695,45.975959,2016,15.74957994,2.73,7.9,5770.0,0.96,0.98,1104.04
Kepler-389 b,TIC 63074796,Kepler-389,291.9600082,44.9000587,2014,3.244107,1.51,2.89,5376.0,0.792,0.765,816.559
Kepler-53 d,TIC 122446315,Kepler-53,290.4617926,40.5624966,2014,9.751962,2.12,37.1907,6085.0,0.958,0.966,1366.07
Kepler-254 d,TIC 158665380,Kepler-254,288.1646541,45.8164257,2014,18.746477,2.5,6.8,5957.0,0.91,0.849,1389.48
Kepler-1531 b,TIC 120424814,Kepler-1531,285.146622,39.3708055,2016,1.138543376,1.11,1.41,6260.0,1.27,1.16,666.334
TOI-5532 b,TIC 318836983,TOI-5532,41.3804035,5.1507331,2026,5.6539659431,2.52763693,6.93,4208.45,0.662052,0.636083,90.9985
HR 8799 b,TIC 245368902,HR 8799,346.8701486,21.1340376,2008,170000.0,13.0,2000.0,7204.58,1.49338,1.5,41.2441
HD 216536 b,TIC 154487334,HD 216536,343.2665641,44.4777303,2015,148.60001,13.8,333.7215,4639.0,9.83,0.81,376.233
Kepler-1711 b,TIC 273778951,Kepler-1711,298.1772916,42.2370289,2021,21.06080055,1.923,4.36,5706.0,1.034,0.94,590.268
Kepler-625 c,TIC 137414304,Kepler-625,292.1504723,39.6375254,2016,4.1653651,1.05,1.16,5789.0,0.96,1.04,760.708
Kepler-54 b,TIC 271262203,Kepler-54,294.7739245,43.0561976,2012,8.0109434,2.1,0.98,3705.0,0.5,0.51,271.701
TOI-561 d,TIC 377064495,TOI-561,148.1851516,6.216103,2020,25.71268,2.615,13.33,5342.0,0.843,0.806,85.799
Kepler-1583 b,TIC 158270841,Kepler-1583,286.3869335,47.0165188,2016,9.32807355,0.6,0.156,5645.0,0.91,0.94,403.933
Kepler-1319 b,TIC 417676990,Kepler-1319,290.9564463,49.3667933,2016,2.886762645,1.34,2.36,3655.0,0.54,0.56,103.917
HD 11977 b,TIC 232074535,HD 11977,28.7347403,-67.6469871,2005,711.0,12.7,2080.0,4970.0,10.09,1.91,67.9331
Kepler-1851 b,TIC 352013607,Kepler-1851,285.6737597,45.6398375,2021,12.02289963,3.90012032,14.5,5982.0,0.879,0.967,1589.81
CoRoT-35 b,TIC 161062394,CoRoT-35,289.3143526,-2.7747085,2022,3.22748,18.83108758,349.6112477,6390.0,1.65,1.01,1123.21
Kepler-1124 b,TIC 120963454,Kepler-1124,286.5942529,37.8912836,2016,2.852348975,1.28,2.18,3658.0,0.34,0.35,289.899
TIC 77552382 b,TIC 77552382,TIC 77552382,152.5133767,-4.903525,2026,3.51025904942,5.69176189,27.5,4981.07,0.886956,0.83,373.415
Kepler-202 c,TIC 258202719,Kepler-202,282.9734874,41.3217991,2014,16.282493,1.85,4.08,4668.0,0.667,0.683,285.111
Kepler-276 c,TIC 138213510,Kepler-276,293.568197,39.0363123,2013,31.884,2.9,16.6,5693.0,1.03,1.1,1144.86
Kepler-1793 b,TIC 351070059,Kepler-1793,291.9129477,40.9539265,2021,8.779999733,3.79037518,13.8,5191.0,0.764,0.85,1189.88
Kepler-218 d,TIC 271662623,Kepler-218,295.4128785,46.2665801,2016,124.5244647,2.66,7.56,5542.0,1.02,1.01,656.38
Kepler-153 c,TIC 48188777,Kepler-153,282.460502,48.2570293,2014,46.90232,2.53,6.94,5404.0,0.892,0.756,459.368
gam1 Leo b,TIC 95431294,gam1 Leo,154.993208,19.841389,2009,428.5,12.5,2790.43,4330.0,31.88,1.23,39.8883
K2-42 b,TIC 82054726,K2-42,176.6657559,-5.1720463,2016,6.68796,2.15,5.27,4613.0,0.643,0.702,396.913
Kepler-1894 b,TIC 27531854,Kepler-1894,295.5864604,49.6668523,2021,2.762660027,1.20117759,1.87,5772.0,0.901,0.999,935.191
K2-349 b,TIC 347812320,K2-349,199.0996546,-14.4447454,2021,9.032178,1.38,2.48,4385.0,0.49,0.54,453.567
Kepler-193 c,TIC 272496083,Kepler-193,296.4985951,46.5772484,2014,50.697494,2.75,8.0,6335.0,1.147,1.051,1009.1
HD 217786 c,TIC 248048656,HD 217786,345.7838088,-0.4303594,2022,2.52221,2.61,7.31005336,5966.0,1.27,1.14,55.4847
HD 29985 b,TIC 170867837,HD 29985,70.5216589,-33.9210696,2022,20608.14049,12.8,1739.47487151,4678.0,0.574666,0.75,31.2707
bet UMi b,TIC 229540730,bet UMi,222.676495,74.155548,2014,522.3,12.7,1938.7,4126.0,38.3,1.4,38.77472
GJ 273 c,TIC 318686860,GJ 273,111.852091,5.225807,2017,4.7234,1.06,1.18,3382.0,0.293,0.29,5.921535
Kepler-62 f,TIC 164458488,Kepler-62,283.2125621,45.3496992,2013,267.291,1.41,35.0,4925.0,0.64,0.69,300.874
TOI-4342 b,TIC 354944123,TOI-4342,324.3894196,-77.9791468,2023,5.5382592,2.329,7.3,3866.0,0.598,0.587,61.5204
Kepler-1156 b,TIC 158842046,Kepler-1156,288.9240901,46.0575865,2016,11.89520511,1.32,2.3,5778.0,1.0,1.0,691.331
Kepler-989 b,TIC 123357893,Kepler-989,281.5827983,47.2334674,2016,7.964315352,2.21,5.52,5074.0,0.78,0.82,491.978
Kepler-132 d,TIC 237158274,Kepler-132,283.23581,41.343037,2014,18.010199,1.55,3.02,6003.0,1.178,0.929,349.549
Kepler-1773 b,TIC 120763491,Kepler-1773,286.2232284,38.2581676,2021,40.80970001,3.50469499,12.1,6183.0,1.3,1.241,681.255
HD 22946 d,TIC 100990000,HD 22946,54.819538,-42.7630276,2023,47.42489,2.607,26.57,6169.0,1.117,1.098,62.7792
Kepler-400 b,TIC 122707140,Kepler-400,290.9444679,40.4800528,2014,9.024389,1.65,3.36,5886.0,1.145,1.08,845.97
HD 87646 b,TIC 27064335,HD 87646,151.6695435,17.8949795,2016,13.481,12.4,3941.092,5770.0,1.55,1.12,73.58352
HD 113337 c,TIC 142350121,HD 113337,195.4438496,63.610328,2020,5429.93477,12.1,6299.67685515,6774.0,1.5,1.41,36.18
Kepler-674 b,TIC 48528770,Kepler-674,285.1761864,50.1496897,2016,2.243381847,1.69,3.5,4192.0,0.57,0.6,342.254
TOI-3884 b,TIC 86263325,TOI-3884,181.5718341,12.5070258,2022,4.5445828,6.43,32.59,3180.0,0.302,0.298,43.1448
TOI-4010 c,TIC 352682207,TOI-4010,20.2148196,66.0722009,2023,5.414654,5.93,20.31,4960.0,0.83,0.88,177.504
HD 30177 b,TIC 220408612,HD 30177,70.4770964,-58.0208085,2002,2539.0,12.6,2622.08435775,5680.0,1.019,0.98,55.5867
KOBE-1 c,TIC 16917838,KOBE-1,19.1660378,25.3310358,2025,29.671,3.56,12.4,4135.0,0.619,0.629,23.9718
HD 134606 d,TIC 262457542,HD 134606,228.8103897,-70.5203328,2024,966.5,7.59,44.8,5576.0,1.158,1.046,26.7909
HD 45364 c,TIC 117768715,HD 45364,96.4105736,-31.4810037,2008,345.43,14.2,174.48779544,5466.0,0.89,0.82,34.354
Kepler-137 b,TIC 123415819,Kepler-137,282.1355875,43.0391951,2014,8.436387,1.47,2.76,5187.0,0.802,0.85,302.979
GJ 900 b,TIC 422618003,GJ 900 A,353.7526177,1.6055211,2024,,12.4,3496.112477,3976.0,0.716187,1.08,20.8065
HD 218566 b,TIC 278952345,HD 218566,347.297417,-2.2611645,2010,225.7,9.32,63.566,4730.0,0.85,0.76,28.8274
TOI-815 b,TIC 102840239,TOI-815,155.8719377,-43.8349248,2024,11.197259,2.94,7.6,4869.0,0.77,0.776,59.7117
Qatar-7 b,TIC 291685334,Qatar-7,358.5151344,37.0218242,2019,2.032046,19.0553,597.5204,6387.0,1.564,1.409,705.981
Kepler-177 b,TIC 158172348,Kepler-177,286.0471442,45.0532038,2013,36.8601,3.5,5.84,5732.0,1.324,0.921,1435.44
Kepler-884 b,TIC 26657091,Kepler-884,292.5844328,49.9232012,2016,5.69919514,1.23,2.04,5715.0,0.94,1.0,476.733
K2-140 b,TIC 380255458,K2-140,188.1373172,-9.6076115,2017,6.569188,13.56286665,295.58041851,5585.0,1.06,0.96,347.917
TOI-1759 b,TIC 408636441,TOI-1759,326.8516615,62.7538164,2022,18.85019,3.14,10.8,4065.0,0.597,0.606,40.0654
TOI-1468 c,TIC 243185500,TOI-1468,16.6538724,19.2249195,2022,15.532477,2.126,4.1,3376.0,0.3714,0.3527,24.7399
Kepler-1433 b,TIC 399951196,Kepler-1433,287.3634559,49.4568649,2016,4.13592271,1.56,3.05,6097.0,1.19,1.14,1328.0
Kepler-894 b,TIC 158838278,Kepler-894,288.7340513,46.939363,2016,9.803224,2.78,8.15,5603.0,0.85,0.87,1162.91
Kepler-817 b,TIC 184299435,Kepler-817,296.0818498,39.161614,2016,3.990106229,9.03,60.2,5861.0,1.03,1.03,1484.46
HD 196067 c,TIC 327303574,HD 196067,310.4364195,-75.3514992,2025,4.601088,3.21,10.4,6072.0,1.71,1.16,39.9346
HD 27894 c,TIC 396697266,HD 27894,65.1975693,-59.4096776,2017,36.07,8.24,51.48846,4875.0,0.891767,0.8,43.8214
HD 41004 A b,TIC 219152539,HD 41004 A,89.9566041,-48.2394189,2004,963.0,13.2,807.25,5310.0,0.85,0.95,36.69117
WASP-149 b,TIC 19342878,WASP-149,124.073681,-8.6865813,2025,1.332813,15.24421375,314.96795134,5750.0,1.08,1.05,211.73
TOI-178 e,TIC 251848941,TOI-178,7.3020115,-30.4541159,2021,9.96318,2.301,3.48,4316.0,0.662,0.647,62.699
TOI-1468 b,TIC 243185500,TOI-1468,16.6538724,19.2249195,2022,1.8805201,1.401,3.04,3376.0,0.3714,0.3527,24.7399
Kepler-1794 b,TIC 240219049,Kepler-1794,300.6196594,45.7888068,2021,9.762980461,1.79426276,3.87,5052.0,0.816,0.773,561.229
HD 224018 c,TIC 248608315,HD 224018,358.6390056,-4.7233362,2025,36.57669,2.42,10.4,5784.0,1.147,1.013,105.48
Kepler-904 b,TIC 121789066,Kepler-904,288.8229001,40.38901,2016,3.021668632,1.77,3.78,6160.0,1.25,1.16,978.125
Kepler-383 c,TIC 137150599,Kepler-383,291.3426078,38.3631616,2014,31.200751,1.24,2.07,4710.0,0.672,0.669,470.0
HIP 65891 b,TIC 68418284,HIP 65891,202.6050857,-58.6643937,2015,1089.6,12.7,1938.7532827,5000.0,8.93,2.5,150.292
Kepler-1894 c,TIC 27531854,Kepler-1894,295.5864604,49.6668523,2023,5.05368985,1.21,1.92,5772.0,0.901,0.999,935.191
K2-391 b,TIC 9054633,K2-391,356.2260152,-7.7015151,2022,4.622654,1.371,2.45,5543.0,0.566,0.757,507.94
TIC 38825265 b,TIC 38825265,TIC 38825265,68.2492759,-65.2039666,2026,3.31336980985,2.18869476,5.43,4375.52,0.664503,0.64,165.638
Kepler-58 b,TIC 184471242,Kepler-58,296.3586251,39.1152033,2012,10.2184954,2.78,35.5,5843.0,1.03,0.95,969.252
WASP-5 b,TIC 184240683,WASP-5,359.3490277,-41.2772202,2008,1.6284279,12.184,502.15,5700.0,1.029,0.96,309.137
TOI-1064 b,TIC 79748331,TOI-1064,296.0039349,-47.5620305,2022,6.443868,2.587,13.5,4734.0,0.726,0.748,68.0726
Kepler-1298 b,TIC 267667467,Kepler-1298,284.4227535,49.1061907,2016,7.12811928,1.31,2.27,6339.0,2.0,1.45,544.163
Kepler-250 d,TIC 159098652,Kepler-250,289.5947633,44.1418114,2014,17.648312,2.18,5.39,5160.0,0.805,0.806,760.585
HD 6860 b,TIC 174500619,HD 6860,17.432979,35.620499,2023,663.87,11.9,8981.83078182,3802.0,86.4,2.49,61.12469
GJ 486 b,TIC 390651552,GJ 486,191.981531,9.7494181,2021,1.46712127,1.289,2.77,3317.0,0.3243,0.312,8.07426
KELT-1 b,TIC 432549364,KELT-1,0.3620995,39.3837953,2012,1.217514,12.442,8654.15,6516.0,1.471,1.335,268.43
Kepler-638 b,TIC 120420633,Kepler-638,284.9194213,41.6172093,2016,6.07972888,1.83,4.01,5382.0,0.93,0.88,991.214
Kepler-1590 b,TIC 26416803,Kepler-1590,291.4079141,48.0178915,2016,7.61760804,1.14,1.55,6053.0,1.16,1.11,771.152
Gaia-4 b,TIC 166669918,Gaia-4,209.5063762,31.6954898,2025,571.3,12.4,3750.3752026,4034.0,0.624,0.644,73.4829
Kepler-1628 b,TIC 123362984,Kepler-1628,281.6336936,43.4115547,2016,76.378033,6.43,33.8,3724.0,0.52,0.55,352.0
TOI-1744.01,TIC 229455001,TOI-1744,294.2910707,60.881302,2024,22.341702927,2.68,7.65,6179.0,1.14,1.18,114.39
TOI-3807 b,TIC 289661991,TOI-3807,139.1125648,69.0741284,2023,2.8989727,18.49481816,330.54154328,5772.0,1.468,1.181,421.745
TOI-1410 c,TIC 199444169,TOI-1410,334.8828486,42.5603141,2024,47.56,5.63,27.0,4635.0,0.7558,0.7941,72.7512
Kepler-397 c,TIC 271963778,Kepler-397,295.8940373,42.3805156,2014,135.498527,6.18,31.6,5307.0,0.767,0.844,969.0
TOI-858 B b,TIC 198008005,TOI-858 B,60.1998256,-54.5929177,2023,3.2797178,14.06727078,349.6112477,5842.0,1.308,1.081,250.489
HR 858 c,TIC 178155732,HR 858,42.9849779,-30.8140609,2019,5.973865,1.979,3.8,6354.0,1.258,1.204,31.964
Kepler-397 b,TIC 271963778,Kepler-397,295.8940373,42.3805156,2014,22.250949,2.46,6.62,5307.0,0.767,0.844,969.0
Kepler-1240 b,TIC 258203566,Kepler-1240,282.9997682,40.5574322,2016,4.8663815,1.15,1.6,5682.0,0.96,0.98,862.186
TOI-5005 b,TIC 282485660,TOI-5005,238.108194,-48.1451,2024,6.3085044,6.25,32.7,5749.0,0.93,0.97,207.891
HD 34445 c,TIC 284907742,HD 34445,79.4207483,7.3527156,2017,214.67,8.42,53.5,5836.0,1.38,1.07,46.0907
TOI-4588 b,TIC 48031665,TOI-4588,282.0004201,48.542256,2026,13.11881173651,2.92922558,8.9,7746.12,1.57458,2.018,225.181
Kepler-47 d,TIC 271548206,Kepler-47,295.2978883,46.9204303,2019,187.366,7.04,19.02,5636.0,0.936,0.957,1025.02
Kepler-1520 b,TIC 417679385,Kepler-1520,290.9662102,51.5047656,2016,0.653553572,5.77,28.1,4677.0,0.71,0.76,607.917
WASP-71 b,TIC 422655579,WASP-71,29.2634506,0.7588247,2012,2.90367,13.22662,441.7837,6050.0,1.82,0.76,362.715
Kepler-93 c,TIC 137151335,Kepler-93,291.4181275,38.6723124,2014,1460.0,,954.0,5669.0,0.92,0.91,95.9115
HD 151450 c,TIC 12514017,HD 151450,252.0080127,-15.964345,2022,18144.76236,12.8,1636.18063924,6091.98,1.17184,1.14,43.6002
Kepler-811 b,TIC 351908051,Kepler-811,285.4241593,47.8345586,2016,23.58447697,2.7,7.75,5747.0,1.24,1.01,985.041
Kepler-31 c,TIC 270788519,Kepler-31,294.0230229,45.8530535,2011,42.6318,5.3,1493.7,6340.0,1.22,1.21,1664.64
Kepler-63 b,TIC 299158887,Kepler-63,289.2262876,49.5482814,2013,9.4341505,6.11,120.0,5576.0,0.901,0.984,194.033
TOI-4994 b,TIC 277128619,TOI-4994,283.1325335,-78.4344302,2024,21.491984,8.54124329,88.99195396,5640.0,1.055,1.005,329.304
Kepler-411 e,TIC 399954349,Kepler-411,287.6057027,49.5233937,2018,31.509728,3.28,10.8,4974.0,0.82,0.87,153.676
Kepler-777 b,TIC 123497954,Kepler-777,282.7241098,44.3465098,2016,5.72812599,1.47,2.76,4043.0,0.56,0.58,443.106
HD 94890 c,TIC 158543228,HD 94890,164.1797804,-37.1383035,2025,2492.19,12.5,2831.85110637,4867.0,10.71,1.74,61.7012
Kepler-83 d,TIC 123416515,Kepler-83,282.2325197,43.6655662,2014,5.169796,1.94,4.1,4648.0,0.594,0.58,400.409
LHS 1478 b,TIC 396562848,LHS 1478,44.3388743,76.5514045,2021,1.9495378,1.242,2.33,3381.0,0.246,0.236,18.2276
Kepler-1770 b,TIC 268603980,Kepler-1770,299.2502851,43.4103663,2021,16.84189987,2.84141754,8.45,5602.0,1.009,0.941,582.942
WASP-57 b,TIC 175772482,WASP-57,223.8199788,-2.0576866,2012,2.83891856,11.76945,204.68252,5600.0,0.927,0.886,398.276
TYC 1422-614-1 b,TIC 95361265,TYC 1422-614-1,154.2777769,19.5584068,2014,198.4,13.3,794.5,4806.0,6.85,1.15,672.41
Kepler-1116 b,TIC 63076026,Kepler-1116,291.9336573,44.1154992,2016,41.6977827,2.54,6.99,5641.0,0.93,0.95,1008.57
HD 238914 b,TIC 359558085,HD 238914,279.5842102,59.2538819,2018,4100.0,12.8,1906.98,4769.0,12.73,1.47,519.452
WASP-171 b,TIC 162922904,WASP-171,171.8450533,-44.0887035,2019,3.8186244,10.98482,344.52772,5965.0,1.637,1.171,757.84
Kepler-1643 b,TIC 239307743,Kepler-1643,300.4310076,44.7510129,2016,5.342657,2.32,5.99,4916.0,0.855,0.845,341.774
Kepler-265 b,TIC 122445076,Kepler-265,290.5104788,41.244743,2014,6.846262,1.86,4.12,5835.0,1.103,0.97,1280.25
HAT-P-5 b,TIC 76419763,HAT-P-5,274.4055335,36.6214617,2007,2.78849,13.56289,311.4734,5960.0,1.12,1.04,303.336
HAT-P-9 b,TIC 371234684,HAT-P-9,110.1685157,37.1405946,2008,3.92281072,15.614137,238.05467,6350.0,1.338,1.281,455.203
Kepler-449 b,TIC 270779644,Kepler-449,293.732787,41.9006366,2015,12.58242,2.056,4.88,5649.18,1.467,1.02,241.949
TOI-2346 b,TIC 317483660,TOI-2346,88.0929073,-13.3724686,2025,3.3312029,16.11851425,394.10722468,6480.0,1.38,1.271,437.484
TOI-2669 b,TIC 348835438,TOI-2669,134.7226445,-13.3125792,2022,6.2034,19.72780603,193.87532827,4800.0,4.1,1.19,393.443
K2-404 b,TIC 61312205,K2-404,160.3249517,12.1911149,2022,13.115365,2.53,6.94,3748.0,0.552,0.552,121.63
TOI-1685 b,TIC 28900646,TOI-1685,68.5939529,43.0370395,2021,0.66913923,1.421,3.07,3470.0,0.462,0.466,37.6153
Kepler-408 b,TIC 48450369,Kepler-408,284.7862158,48.4232622,2014,2.46502,0.82,5.0,6104.0,1.23,1.08,88.7832
Kepler-1542 b,TIC 279915941,Kepler-1542,285.7284757,42.6544651,2016,3.95116882,0.76,0.363,5564.0,0.99,0.94,399.114
Kepler-288 b,TIC 121785939,Kepler-288,288.9163997,39.5947523,2014,6.097326,1.67,3.43,5918.0,1.091,0.842,1194.15
K2-377 b,TIC 422325510,K2-377,202.897887,-12.0951142,2022,12.832235,1.693,3.51,4200.0,0.691,0.821,195.149
HATS-74 A b,TIC 219189765,HATS-74 A,171.0147921,-19.5569588,2021,1.73185606,11.56766808,464.02947422,3776.9,0.5758,0.601,299.389
